Review,Make,Model,Software
Best productREAD MORE,Apple,SE,iOS
Great value iPhone.READ MORE,Apple,SE,iOS
a13 is stunning but display is very smallREAD MORE,Apple,SE,iOS
Awesome hiiREAD MORE,Apple,SE,iOS
Just as u know nothing can beat a iphone.Iphone is iphoneREAD MORE,Apple,SE,iOS
It’s an awesome deviceREAD MORE,Apple,SE,iOS
An Excellent phone for gaming and everything... But its only for one hand phone lover also a good phone for traveller's.. Its Record videos at high configuration ❤️❤️ but not for gamers.. Its battery backup is better then iPhone 8 because of it's cheap set a13 and performance is walla walla.. Amazing... And flipkart dilver is disappointed 😥😥READ MORE,Apple,SE,iOS
Genuine productREAD MORE,Apple,SE,iOS
Best photographyREAD MORE,Apple,SE,iOS
Excellent choiceREAD MORE,Apple,SE,iOS
At this price bestREAD MORE,Apple,SE,iOS
Apple product always give best ever performanceREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
AwesomeREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Good camera Medium battery life Unbeatable IOS 13 Compact size 😍READ MORE,Apple,SE,iOS
PRODUCT IS EXCELLENTREAD MORE,Apple,SE,iOS
This phone camera awesome battery performance AverageREAD MORE,Apple,SE,iOS
Love this productREAD MORE,Apple,SE,iOS
Fantastic mobileREAD MORE,Apple,SE,iOS
"When u have an iphone for 27.9k, thanks to the offer. My SIL & my pocket. Both are very happy :)READ MORE",Apple,SE,iOS
Apple iPhone superbREAD MORE,Apple,SE,iOS
It is value for the price and a good productREAD MORE,Apple,SE,iOS
NiceREAD MORE,Apple,SE,iOS
Need for more advanced battery backup in worthe of money.READ MORE,Apple,SE,iOS
Loved itREAD MORE,Apple,SE,iOS
Awesome phoneREAD MORE,Apple,SE,iOS
Worry free purchaseREAD MORE,Apple,SE,iOS
Still now working good.READ MORE,Apple,SE,iOS
"Nice phone, battery backup is also good. Go for itREAD MORE",Apple,SE,iOS
It is a good phone. I have issue with network which do not shows full strength whenever I am in home and officeREAD MORE,Apple,SE,iOS
Without accessories not good feeling meREAD MORE,Apple,SE,iOS
Amazing and very handy....wish it had a better battery life.READ MORE,Apple,SE,iOS
If you want to buy apple phone in low price then go for it. Awesome phone in this price range.READ MORE,Apple,SE,iOS
Except night mode camera everything is  too goodREAD MORE,Apple,SE,iOS
Expect battery everything is buttery smooth..Just carry a power bank to insure maximum outputREAD MORE,Apple,SE,iOS
Except battery everything is worth for moneyREAD MORE,Apple,SE,iOS
Iphone is iphone basREAD MORE,Apple,SE,iOS
Blazing Performance; Of course battery is a bit of a bummer.READ MORE,Apple,SE,iOS
Most affordable and adorable iphones available in the market..i saw many people criticising the battery backup it actually comes with a 5w charger but since it supports fast charging u can use a 20w charger which charges ur phone under an hour and the backup for a person like me who uses the phone always is abt 8-10 hrs and if i play games jt reduces to 4-5 hrs..not that bad but still could be improved from the gaming aspect.The A13 bionic chipset take sthis device into a next level.really lo...READ MORE,Apple,SE,iOS
Good phoneREAD MORE,Apple,SE,iOS
Love it.READ MORE,Apple,SE,iOS
"For me , I loved it .  It’s great phone for normal iPhone user. I’m using since 3 month this phone .. no complaints for casual user .READ MORE",Apple,SE,iOS
You should go for it without thinking much..READ MORE,Apple,SE,iOS
nice productREAD MORE,Apple,SE,iOS
"Nice quality, but battery backup is poorREAD MORE",Apple,SE,iOS
Value for moneyREAD MORE,Apple,SE,iOS
"It's a nice product, good workingREAD MORE",Apple,SE,iOS
Great camera with nice overall performanceREAD MORE,Apple,SE,iOS
I got this phone in just 26000. Just love this phone Camera quality is greatREAD MORE,Apple,SE,iOS
"Writing this after 3 months hardcore usage ..this has been the best phone I have purchased so far, and the second iPhone that I’m using and I have to say it really is a very good device considering all the features. I’m using this as my primary phone and it does a really good job. Lasts a day for me with moderate usage but again if you’re going to use it for a lot of media consumption I would say this won’t be a very good option. This phone really isn’t meant to be used that way either . Over...READ MORE",Apple,SE,iOS
Very nice phone.i can run pubg on extreme settings with 60 fpsREAD MORE,Apple,SE,iOS
best productREAD MORE,Apple,SE,iOS
Good phoneREAD MORE,Apple,SE,iOS
NICEREAD MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Nice phone but no charger and EarPods.READ MORE,Apple,SE,iOS
Great phoneREAD MORE,Apple,SE,iOS
Iphone shotREAD MORE,Apple,SE,iOS
Battery health reducingREAD MORE,Apple,SE,iOS
Amazing😍😍READ MORE,Apple,SE,iOS
"Good product as informed by apple lots to love, less to spendREAD MORE",Apple,SE,iOS
Battery is not good. Rest all good and display too small.READ MORE,Apple,SE,iOS
Everything is great except battery.Go for it if you want a powerhouse in a compact form factor.READ MORE,Apple,SE,iOS
Battery is weak it's only 1800 mah Otherwise mobile is great everything works fine till nowREAD MORE,Apple,SE,iOS
Awesome product. Amazing white color.READ MORE,Apple,SE,iOS
Awesome product.READ MORE,Apple,SE,iOS
GoodREAD MORE,Apple,SE,iOS
Worst ever deal.READ MORE,Apple,SE,iOS
The product quality is good 👍 but delivery service is worst. I give -5 star for delivery.READ MORE,Apple,SE,iOS
Apple must work on batteryREAD MORE,Apple,SE,iOS
GreatREAD MORE,Apple,SE,iOS
Full satisfactionREAD MORE,Apple,SE,iOS
Wrong charging cable. box was manipulated items changedREAD MORE,Apple,SE,iOS
FabulousREAD MORE,Apple,SE,iOS
It's good for use. Using since last 5 months.READ MORE,Apple,SE,iOS
Amazing phoneREAD MORE,Apple,SE,iOS
Good productREAD MORE,Apple,SE,iOS
"It’s overall nice but when I buy it there was mention within the pack phone, charger and earphone but in my package I got only charger and phone, not earphone.READ MORE",Apple,SE,iOS
So far so good . But bit of costly according to the featuresREAD MORE,Apple,SE,iOS
good but they will not give charger and battery is mediocreREAD MORE,Apple,SE,iOS
Not badREAD MORE,Apple,SE,iOS
Need to buy charger and EarPods separatelyREAD MORE,Apple,SE,iOS
Very good product and good supporting staff.READ MORE,Apple,SE,iOS
NiceREAD MORE,Apple,SE,iOS
compact and handy phone.camera is awesome.fast performance.battery is worse this phone.however comfortable support 24 hour for average mobile users.READ MORE,Apple,SE,iOS
I’m happy with this cool iPhone seREAD MORE,Apple,SE,iOS
Super phone and good deliveryREAD MORE,Apple,SE,iOS
Product is good but packing is poorREAD MORE,Apple,SE,iOS
Everything k but delivery not intime very bad experience flipkartREAD MORE,Apple,SE,iOS
The model i got is Assembled in INDIA which do-not have charger brick & EarPods The box only contains THE PHONE & THE CHARGING CABLE AND THE PAPER GUIDS WITH ONE APPLE STICKER100% The phone is value for the moneyREAD MORE,Apple,SE,iOS
Loudspeakers problem need to restart the device to normalREAD MORE,Apple,SE,iOS
Excellent product value for moneyDecent battery lasts for a day for average userGetting close to 5 hours screen on timeREAD MORE,Apple,SE,iOS
Good one... But you can't enable hotspot without mobile data enabled :(... But apart every thing is good.. I expected back panel would be metal... But it is glass.. My mistake of thinking that this back panel would be metal as like iphone 7 curvy finish ...READ MORE,Apple,SE,iOS
"Using this phone for last 2 months, it’s a really compact phone (smaller than I imagined) but performance wise awesome, some pros and cons below:Pros:Awesome speed Compact and smallAudio is awesome, all the calls are crystal clear, also ringtones are loud enough and clear Camera is wonderful in sunlight and video is awesome 4G speed is good (faster than my last phone) when ample network is available Cons:Main con for me is that sometimes ur click is not registered as the screen size...READ MORE",Apple,SE,iOS
Mind blowingREAD MORE,Apple,SE,iOS
"excellent, battery is decent enough works for meREAD MORE",Apple,SE,iOS
Bought this at 29950 of 128 gb model. At this price.. iwould say amazingREAD MORE,Apple,SE,iOS
Excellent performance...love it...very fast delivery within 24 hrs ...READ MORE,Apple,SE,iOS
Battery problemREAD MORE,Apple,SE,iOS
My first I phone and I am glad to buy it. It’s is light in weight and handy product.READ MORE,Apple,SE,iOS
I just love it 😍READ MORE,Apple,SE,iOS
"Awesome mobile, picture quality are also good...READ MORE",Apple,SE,iOS
perfect product.READ MORE,Apple,SE,iOS
Super.....READ MORE,Apple,SE,iOS
Only problem se users gonna find is battery capacity is much low other than its a good phoneREAD MORE,Apple,SE,iOS
Very very good phoneREAD MORE,Apple,SE,iOS
Good oneREAD MORE,Apple,SE,iOS
Good ProductREAD MORE,Apple,SE,iOS
got in big billion day’s best offer so far.  upgraded from iphone SE 1st edition. happy with the performance. very handy and somehow one day battery life you can say with an average uses.READ MORE,Apple,SE,iOS
Best iphone i love this screen size really its very handy and the performance for me it’s the best in price range apple proves it at last i would say it the cheapest and best iphone till now.READ MORE,Apple,SE,iOS
A great smartphone on this valueSomething there camera are osm❣️And preformes  are very goodREAD MORE,Apple,SE,iOS
IOS 14 update is amazing I love this deviceREAD MORE,Apple,SE,iOS
CHOTA PACKET BARA DHAMAKAIf you can compromise with display size and battery then go for it....Battery is not so poor but not so good. It will give service about 5-6hr easily (not in gaming).....Camera performance excellent........READ MORE,Apple,SE,iOS
"No charger, No earphone, very bad 😞😟😭READ MORE",Apple,SE,iOS
Awesome smartphone. My first iphone!! It's a great device with the latest A13 bionic chip and also the latest software iOS 14 pre-installed!!! Amazing!!! Thank you supercomnet and flipkart!!🤝READ MORE,Apple,SE,iOS
Happy with the product as I switched from android to apple. Got the best price for 128 GB. Camera quality is good when compared with my android phone.READ MORE,Apple,SE,iOS
Compact and powerfullREAD MORE,Apple,SE,iOS
Excellent mobile phone.  It’s only for small mobile users.  Initially I thought it will be difficult for reading and typing I didn’t find any issues from day one onwards in contrary it’s more convenient than big screen mobiles.  It’s not for gaming or video lovers.READ MORE,Apple,SE,iOS
Brilliant phone. Perfect size if you wish to switch to small size phones. Buttery smooth and excellent camera.READ MORE,Apple,SE,iOS
Awesome product nice packaging thanks to flipkart & Apple..READ MORE,Apple,SE,iOS
Value for moneyREAD MORE,Apple,SE,iOS
Very good product..READ MORE,Apple,SE,iOS
Nice productREAD MORE,Apple,SE,iOS
Everything is fine .. except  the box not including earpods and adapter..READ MORE,Apple,SE,iOS
ExcellentREAD MORE,Apple,SE,iOS
"Flipkart support is excellent, iphone is very good, seller is also great, apple iphone se i bought for 3700, thanks flipkart for th offerREAD MORE",Apple,SE,iOS
Very good productREAD MORE,Apple,SE,iOS
"Quick setup by apple id and download of contacts from gmail and hotmail, very good experienceREAD MORE",Apple,SE,iOS
Phone is great but the service of flipkart is very badREAD MORE,Apple,SE,iOS
Since the phone size is small and handy which is what I wanted has come with the price of smaller battery which stays only for 12-14 hrs with average usage.READ MORE,Apple,SE,iOS
i am a big fan of iphone se from 6 years.Iphone se 2020 is very good in terrms of speed battery backup.Camera is good but not too great.Phone look is good.READ MORE,Apple,SE,iOS
Overall good phoneREAD MORE,Apple,SE,iOS
Overall all good.READ MORE,Apple,SE,iOS
I got the best price 25999READ MORE,Apple,SE,iOS
Comes with apple A14 bionic chip very powerchip which makes the phone a beast best phone for daily day to day tasks especially for women as they like small display sizes battery also good camera amazing captures brilliant potraits also good for gaming but dont the best because of small display size at the end this phone is suited for the people who do normal tasks like to capture great photos and like small displayREAD MORE,Apple,SE,iOS
AwesomeREAD MORE,Apple,SE,iOS
Good experience 😍READ MORE,Apple,SE,iOS
NiceREAD MORE,Apple,SE,iOS
One of the best affordable iPhone..I am a first time iOS user and I simply loved itREAD MORE,Apple,SE,iOS
NiceREAD MORE,Apple,SE,iOS
Its seems small pa k but with big shot.READ MORE,Apple,SE,iOS
It is perfectly new phone. No defects at all. I am fully satisfiedREAD MORE,Apple,SE,iOS
Amazing product from flipkartREAD MORE,Apple,SE,iOS
"Bad processing system, don't know whether to blame the Flipkart or the the Seller about it. I am not at all happy as it is forced on the customer.READ MORE",Apple,SE,iOS
I loved itREAD MORE,Apple,SE,iOS
bestREAD MORE,Apple,SE,iOS
Good buyREAD MORE,Apple,SE,iOS
Would be great if it is dual simREAD MORE,Apple,SE,iOS
Should make better then andriodREAD MORE,Apple,SE,iOS
Good profomenceREAD MORE,Apple,SE,iOS
Super 🔥READ MORE,Apple,SE,iOS
nice IphoneREAD MORE,Apple,SE,iOS
"Absolutely stunning phone. Battery is not a concern at all. Easily lasts for a day. I was initially thinking it iphone 12 mini, but instead went for this + Apple Watch SE.Totally amazing Combo and am really enjoying it.READ MORE",Apple,SE,iOS
Mobile is very much goodNo charger and ear phones were provided .READ MORE,Apple,SE,iOS
It's a good buy for people looking for compact ios device at affordable price.READ MORE,Apple,SE,iOS
Battery is shocking. Very poor. Rest all fabulous.READ MORE,Apple,SE,iOS
Already an avid apple family user. Wanted to replace my wife's aging iPhone 5S. This was the best alternative that I could find in 2020. One of the best hardware at awesome price.READ MORE,Apple,SE,iOS
Very thing is good but i didn't get any charger and earpods.READ MORE,Apple,SE,iOS
Looks good and sharp design.Great smartphone at its priced.READ MORE,Apple,SE,iOS
